title,director,country,genre,year
Дикое поле,Михаил Калатозишвили,Россия,драма,2008
Доблесть,С.П. Джананатхан,Индия,приключенческий боевик,2009
Дзифт,Явор Гырдев,Болгария,"неонуар, триллер, драма",2008
Добейся успеха: Борись до конца!,Билли Вудруфф,США,комедия,2009
Дом,Ян Артюс-Бертран,Франция,документальный,2009
Добро Пожаловать В Zомбилэнд,Рубен Флейшер,США,"постапокалиптическая, зомби-комедия",2009
Доктор Дулиттл 5,"Алекс Замм, [d], [1], [2]",США,комедийный фильм,2009
Добро пожаловать в рай! 2: Риф,Стивен Херек,США,боевик,2009
Добро пожаловать в Северную Корею!,Линда Яблонская,"Чехия, [1]",документальный фильм,2009
Добро пожаловать,Филипп Льоре,Франция,Драма,2009
Днепровский рубеж,Денис Скворцов,Белоруссия,"Военная, драма",2009
Дневник лесбиянки,Хесус Гарай,Испания,драма,2009
Дневник Аурелии Лафлам,Кристиан Лоуренс,Канада,"семейный, фэнтези",2009
Дитя рыбы,Лусия Пуэнсо,"Аргентина, Франция, Испания","Мелодрама, триллер, драма",2009
Дитя тьмы,Жауме Кольет-Серра,"США, Канада, Германия, Франция","психологический триллер, ужасы",2009
Джули и Джулия: Готовим счастье по рецепту,Нора Эфрон,США,"комедия, драма",2009
Джонни Д.,Майкл Манн,США,"биография, криминальный фильм, драма",2009
Джалло,Дарио Ардженто,"Италия, Великобритания",триллер,2009
Десантник Стёпочкин,"Тимур Курбаналиев, Виктор Хоменко,, Тимур Курбаналиев",Россия,документальный,2009
День рождения Дэвида,Марко Филиберти,Италия,драма,2009
День побеждённых,Валерий Ямбурский,Украина,трагикомедия,2009
Дело № 39,Кристиан Альварт,"США, Канада","ужасы, триллер",2009
День Виктории,"Дэвид Безмозгис, [1]",Канада,"[1], драматический фильм",2009
Дедлайн,Шон Макконвилл,США,"фильм ужасов, психологический",2009
Девять в списке мертвых,Крис Шэдли,США,Триллер,2009
Девчонки из универмага,Катажина Росланец,Польша,драма,2009
Девушка из прогноза погоды,Блэйн Уивер,США,комедия,2009
Две лошади Чингисхана,Даваагийн Бямбасурэн,Монголия,"музыкальный,роуд-муви, документальная",2009
"Девушка, которая играла с огнём",Даниэль Альфредсон,"Швеция, Дания, Германия","триллер, криминал",2009
Девушка с татуировкой дракона,Нильс Арден Уплев,"Швеция, Дания, Германия, Норвегия","триллер, драма",2009
Девушка по вызову,"Стивен Содерберг, Секс, ложь и видео, Кафка, Царь горы, Там, внутри, Анатомия Грея, Шизополис, Вне поля зрения, Англичанин, Эрин Брокович, Траффик, 11 друзей Оушена, Во всей красе, Солярис, Эрос, 12 друзей Оушена, Пузырь, Хороший немец, 13 друзей Оушена, Че, Девушка по вызову, Информатор, Всё в порядке, Заражение, Нокаут, Супер Майк, Побочный эффект, За канделябрами, Удача Логана, Не в себе, Птица высокого полёта, Прачечная, Пусть говорят, Без резких движений, Кими, Супер Майк: Последний танец, Присутствие, Чёрный мешок",США,драма,2009
Девушка,Фредерик Эдфельдт,Швеция,"семейный, драма",2009
Двойное время,Джузеппе Капотонди,Италия,"нуар, триллер",2009
"Девушка, которая взрывала воздушные замки",Даниэль Альфредсон,"Швеция, Дания, Германия","триллер, криминал",2009
Сирота из рода Чжао,Чэнь Кайгэ,Китай,"исторический, драма",2010
Два миллиона лет спустя,Джек Перес,США,"фильм ужасов, боевик",2009
Женщины Искусство Революция,"Линн Хершман-Лисон, [d], [2]",США,"[1], документальный фильм",2010
Жёлтое море,На Хончжин,Республика Корея,"триллер, боевик",2010
Женщина с разбитым носом,Срджан Колевич,Сербия,"Мелодрама, Комедия, Драма",2010
Даниэль и Анна,Мишель Франко,Мексика,"триллер, драма",2009
Жизнь после людей,Дэвид де Врис,США,"постапокалиптика, Документальное кино",2008
Железный человек 2,"Джон Фавро, Всё схвачено!, Эльф, Затура: Космическое приключение, Железный человек, Железный человек 2, Ковбои против пришельцев, Повар на колёсах, Книга джунглей, Король Лев, Мандалорец и Грогу, Книга джунглей 2",США,"фантастика, супергероика, боевик, приключения",2010
Его величество полиэтиленовый пакет,Джереми Коннер,,"псевдодокументальное кино, короткометражный фильм, комедия",2010
Еврей Зюсс,Оскар Рёлер,Германия,"фильм-биография, историческая драма",2010
Железная хватка,"Джоэл и Итан Коэн, Просто кровь, Воспитывая Аризону, Перекрёсток Миллера, Бартон Финк, Подручный Хадсакера, Фарго, Большой Лебовски, О, где же ты, брат?, Человек, которого не было, Невыносимая жестокость, Игры джентльменов, Старикам тут не место, После прочтения сжечь, Серьёзный человек, Железная хватка, Внутри Льюина Дэвиса, Да здравствует Цезарь!, Баллада Бастера Скраггса, Макбет",США,"приключения, вестерн, драма",2010
Ещё один год,Майк Ли,Великобритания,"драма, комедия",2010
"Если бы я хотел свистеть,",Флорин Шербан,"Румыния, Швеция",драма,2010
"Ешь, молись, люби",Райан Мерфи,"США, США","мелодрама, Original motion Soundtrack and Score, драма",2010
Ёлки,"Тимур Бекмамбетов, Александр Войтинский, Дмитрий Киселёв, Александр Андрющенко, Игнас Йонинас, Пешаварский вальс, Гладиатрикс, ГАЗ — Русские машины, Ночной Дозор, Дневной Дозор, Ирония судьбы. Продолжение, Особо опасен, Ёлки, Президент Линкольн: Охотник на вампиров, Ёлки 1914, Бен-Гур, Ёлки 5, Профиль, Ёлки последние, Девятаев, Моторный город",Россия,"драма, комедия",2010
Елена — свободная,Николь Конн,США,мелодрама,2010
Дуэль,Довер Косашвили,США,драма,2010
Дядя Дэвид,"Дэвид Хойл, Гэри Рейха, Майк Николс",Великобритания,комедия,2010
Дьявол,Джон Эрик Даудл,США,"ужасы, триллер, детективный фильм",2010
Дрянная девчонка,Абе Сильвия,США,"комедия, /, драма",2010
"Дядюшка Бунми, который помнит свои прошлые жизни",Апичатпонг Верасетакул,"Таиланд, Испания, Германия, Великобритания, Франция, Нидерланды","[2], [3], [1], фэнтезийный фильм, комедийный фильм, драматический фильм",2010
Другой Челси. История из Донецка,Якоб Пройсс,Германия,"документальный, драма",2010
Дружба!,Маркус Голлер,"Германия, США","Роуд-муви, комедия",2010
Другое небо,Дмитрий Мамулия,Россия,драма,2010
Дочь якудзы,"Сергей Бодров (ст.), Гульшад Омарова","Россия, ,, Япония","комедия, криминал",2010
Дорогой Джон,Лассе Халльстрём,США,"мелодрама, драма",2010
Дорога домой,Д-р Биджу,Индия,драма,2010
Дом из костей,Джеффри Скотт Ландо,США,фильм ужасов,2010
Дорога в никуда,Монте Хеллман,США,триллер,2010
Договор на беременность,Розмари Родригез,США,драма,2010
Дом Солнца,Гарик Сукачёв,Россия,драма,2010
Домой на Рождество,Бент Хамер,"Норвегия, Швеция, Германия","комедия, драма",2010
Дом без адреса,Андрей Холенко,Россия,"психологическая, , мистический, триллер, драма",2010
Добро пожаловать к Райли,Джейк Скотт,США,драма,2010
Дни Улиц (Прогульщики),"Когуашвили, Леван",Грузия,Драма,2010
До последнего вздоха,Балтазар Кормакур,США,"триллер, драма",2010
Добыча,Патрик Сиверсен,США,фильм ужасов,2010
Дневник слабака,Тор Фреденталь,США,"семейный, комедия",2010
Довольно добрый человек,Ханс Петтер Моланд,Норвегия,"комедия, криминальный фильм, драма",2010
Добро пожаловать на Юг,Лука Миньеро,Италия,комедия,2010
Джэни Джонс,Дэвид М. Розенталь,США,"музыка, драма",2010
Дикость,,США,"детектив, триллер, эротика",1998
Дневник крестокрада,"Грач Кешишян, [d]",Армения,,2010
Заражение,"Стивен Содерберг, Секс, ложь и видео, Кафка, Царь горы, Там, внутри, Анатомия Грея, Шизополис, Вне поля зрения, Англичанин, Эрин Брокович, Траффик, 11 друзей Оушена, Во всей красе, Солярис, Эрос, 12 друзей Оушена, Пузырь, Хороший немец, 13 друзей Оушена, Че, Девушка по вызову, Информатор, Всё в порядке, Заражение, Нокаут, Супер Майк, Побочный эффект, За канделябрами, Удача Логана, Не в себе, Птица высокого полёта, Прачечная, Пусть говорят, Без резких движений, Кими, Супер Майк: Последний танец, Присутствие, Чёрный мешок",США,фильм-катастрофа,2011
Дикость 4: Оргия,Энди Хёрст,США,"/, детектив, триллер, эротика, драма",2010
Дилан Дог: Хроники вампиров,Кевин Манро,США,"фильм ужасов, мистика, комедия",2010
Дикая штучка,Джонатан Линн,"Великобритания, Франция",комедия,2010
Запретные желания,"В. В. Винаяк, [en]",Индия,"мелодрама, боевик, комедия",2011
Доброе утро,"Роджер Мичелл, Миссия невыполнима 3, Звёздный путь, Супер 8, Стартрек: Возмездие, Звёздные войны: Пробуждение силы, Звёздные войны: Скайуокер. Восход",США,комедия,2010
Записки экспедитора Тайной канцелярии,Олег Рясков,Россия,"детектив, комедия, история, приключения",2011
Замок Амеронген,Саския Боддеке (Saskia Boddeke),Нидерланды,драма,2011
Зал самоубийц,Ян Комаса,Польша,"мелодрама, драма",2011
Жутко громко и запредельно близко,Стивен Долдри,США,драма,2011
Запрещённый приём,Зак Снайдер,США,"фэнтези, триллер, боевик",2011
Жила-была одна баба,Андрей Смирнов,Россия,"исторический фильм, драма",2011
Железный рыцарь,Джонатан Инглиш,[1],"приключенческий фильм, боевик, исторический фильм",2011
Жизнь прекрасна,"Джонатан Ливайн, Конец света 2013: Апокалипсис по-голливудски, Интервью",США,комедия-драма,2011
Жизнь не может быть скучной,Зоя Ахтар,Индия,"бадди-муви, драма, комедия",2011
Жизнь за один день,Кевин Макдональд,США,документальный,2011
Живая сталь,Шон Леви,"США, Индия","хип-хоп, Рок, электроника, семейный, фантастика, боевик, драма",2011
Женщина из пятого округа,Павел Павликовский,"Франция, Польша, Великобритания",триллер,2011
Жених напрокат,Люк Гринфилд,"США, США","[d], мелодрама, романтическая комедия",2011
Женщина,Лаки Макки,США,"артхаус, /, триллер, фильм ужасов, драма",2011
Железная леди,Филлида Ллойд,Великобритания,"биография, драма",2011
Ельцин. Три дня в августе,Александр Мохов,Россия,драма,2011
Ёлки 2,"Дмитрий Киселёв, Александр Баранов, Александр Котт, Леван Габриадзе, Пешаварский вальс, Гладиатрикс, ГАЗ — Русские машины, Ночной Дозор, Дневной Дозор, Ирония судьбы. Продолжение, Особо опасен, Ёлки, Президент Линкольн: Охотник на вампиров, Ёлки 1914, Бен-Гур, Ёлки 5, Профиль, Ёлки последние, Девятаев, Моторный город",Россия,"мелодрама, комедия",2011
Елена,Андрей Звягинцев,Россия,драма,2011
Дьявольская скала,Пол Кэмпион,Новая Зеландия,"Фильм ужасов, боевик, /",2011
Ева: искусственный разум,Кике Маильо,,"научная-фантастика, киберпанк, драма",2011
Ева Луна,Адриана Барраса,США,"мелодрама, драма",2010
Душа и персона,Тхиагараджан Кумарараджа,Индия,"неонуар, /, боевик, драма",2011
Другая Земля,Майк Кэхилл,США,"научная фантастика, драма",2011
Дрожь холмов,Ричард Рой,Канада,драма,2011
Древо жизни,Терренс Малик,США,"мистерия, драма",2011
Драйв,Николас Виндинг Рефн,США,"нео-нуар, триллер, драма",2011
Драйлебен,"Кристиан Петцольд, Доминик Граф, Кристоф Хоххойслер",Германия,"триллер, драма",2011
Дорога на,Таисия Игуменцева,Россия,комедия,2011
Домашняя работа,Гэвин Вьесен,США,"мелодрама, драма",2011
Дон. Главарь мафии 2,"Фархан Ахтар, [6], [7], […]","Индия, Германия","[6], криминальный фильм, […], [5], масала, боевик",2011
Дом терпимости,Бертран Бонелло,Франция,драма,2011
Дом с башенкой,Ева Нейман,Украина,"военный, экранизация, драма",2011
Дом призраков 3D,Викрам Бхатт,Индия,фильм ужасов,2011
Дом ветра,Вячеслав Златопольский,Россия,Драма,2011
Дом,Олег Погодин,Россия,"боевик, драма",2011
Долина роз,Дмитрий Черкасов,"Россия, Латвия",драма,2011
Дом грёз,"Джим Шеридан, Моя левая нога, Поле, Во имя отца, Боксёр, В Америке, Разбогатей или сдохни, Братья, Дом грёз, Скрижали судьбы","США, Канада","психологический, триллер",2011
Долина волков: Палестина,Зюбейр Шашмаз,Турция,"боевик, приключения",2011
Знамение Судного дня,"Стивен Р. Монро, [d]",Канада,"боевик, катастрофа, фантастика",2012
"Зима, уходи!","Алексей Жиряков, Денис Клеблеев, Дмитрий Кубасов, Аскольд Куров, Надежда Леонтьева, Анна Моисеенко, Мадина Мустафина, Зося Родкевич, Антон Серёгин, Елена Хорева",,документальный,2012
Знакомство,Викрам Кумар,Индия,комедия,2012
Звуки по соседству,Клебер Мендонса-сын,Бразилия,"комедия, драма",2012
Зима мертвецов: Метелица,Николай Пигарёв,Россия,ужасы,2012
Звери дикого Юга,Бен Зайтлин,США,"фэнтези, драма",2012
Звёздный крейсер «Галактика»: Кровь и хром,Джонас Пейт,США,"драма, Боевая фантастика, космическая опера",2012
Звёздные войны XXX: Порнопародия,Аксель Браун,США,"пародия, порнофильм",2012
Заложница 2,Оливье Мегатон,Франция,"триллер, криминал, боевик",2012
Защитник,Боаз Якин,США,"триллер, криминал, боевик",2012
Запретное образование,"German Doin, [d]",Аргентина,"[1], документальный фильм",2012
Запретная зона,Брэдли Паркер,США,"ужасы, триллер, фантастика",2012
Заполнить пустоту,"Рама Бурштейн, [d], [1], [2]",Израиль,драма,2012
Замуж на 2 дня,Паскаль Шомей,Франция,комедия,2012
Запертые в гараже,Дженнифер Весткотт,Канада,"Комедия, Драма",2012
Застрял в любви,Джош Бун,США,"драма, комедия",2012
Закон Ханны,Рэйчел Талалэй,"США, Канада","вестерн, драма",2012
Заклинательница акул,Джон Стоквелл,"ЮАР, США, Великобритания, Австралия","ужасы, триллер",2012
Закон доблести,"Майк Маккой, Скотт Во",США,боевик,2012
Завоевание 1453,Фарук Аксой,Турция,"военный, исторический",2012
Заброшенная шахта,Джефф Чемберлен,Америка,"Приключенческий, Мистический, Фильм ужасов",2012
За холмами,Кристиан Мунджиу,"Румыния, Франция, Бельгия",драма,2012
Заложники,Тобиас Линдхольм,Дания,"триллер, драма",2012
За Маркса…,Светлана Баскова,Россия,криминальная драма,2012
Жыве Беларусь!,Кшиштоф Лукашевич,Польша,драма,2012
Жить,Василий Сигарев,Россия,драма,2012
Жил-был тигр,Кабир Хан,Индия,шпионский боевик,2012
Жизнь Пи,Энг Ли,"США, Китайская Республика","приключенческая, драма",2012
Жизнь в мотеле,Гейб Польски,США,"триллер, драма",2012
Залив,Барри Левинсон,"США, [3], [4], […]","ужасы, псевдодокументальный фильм",2012
Железное небо,Тимо Вуоренсола,"Германия, Финляндия, Австралия","альтернативная история, пародия, фантастика, комедия, политическая сатира",2012
Жизнь — полная чаша,Приядаршан,Индия,комедия,2012
Женщина в чёрном,Джеймс Уоткинс,"Великобритания, Канада",,2012
Жена художника,Билле Аугуст,Дания,драма (жанр),2012
Жёлтый,"Ник Кассаветис, [2], [3]",США,драматический фильм,2012
Железный кулак,"RZA, Лихорадка, Хостел, Хостел 2, Зелёный ад, Кто там, Жажда смерти, Тайна дома с часами, Borderlands, День благодарения",США,боевик,2012
Жажда странствий,Дэвид Уэйн,США,комедия,2012
"Если хочешь хорошо провести время, звони…",Джеми Трэвис,США,взрослая комедия,2012
Дружинники,"Акива Шаффер, Конец света 2013: Апокалипсис по-голливудски, Интервью",США,"фантастика, комедия",2012
Если все,Наталья Беляускене,Армения,"художественный фильм, драма",2012
Елена,Петра Коста,Бразилия,документальный,2012
Дьявольский карнавал,Даррен Линн Боусман,США,"фильм ужасов, мюзикл, драма",2012
«Духless»,Роман Прыгунов,Россия,драма,2011
Думай как мужчина,Тим Стори,США,"/, мелодрама, комедия",2012
Другой мир: Пробуждение,"Монс Морлинд, [en], Бьёрн Стейн",США,"girls with guns, фильм о вампирах, […], [5], фэнтезийный фильм, фильм-триллер, [4], фильм ужасов, [d], боевик",2012
Доспехи Бога 3: Миссия Зодиак,"Джеки Чан, Бесстрашная гиена, Молодой мастер, Лорд дракон, Проект А, Полицейская история, Доспехи Бога, Проект А: Часть 2, Полицейская история 2, Чудеса, Доспехи Бога 2: Операция Кондор, Криминальная история, Пьяный мастер 2, Кто я?, Падение последней империи, Доспехи Бога 3: Миссия Зодиак","Гонконг, Китай","приключенческий фильм, боевик, комедия",2012
Дракула 3D,Дарио Ардженто,"Франция, Италия, Испания","ужасы, триллер, мелодрама",2012
Дочь,"Александр Касаткин, Наталья Назарова",Россия,", детектив, драма",2012
Дорога на север,Мика Каурисмяки,Финляндия,"роуд-муви, драма",2012
З/Л/О,"Адам Вингард, Тай Уэст, [1]",США,"ужасы, псевдодокументальный фильм",2012
Бриллиантовое руно,Эл Уэксмэн,Канада,комедия,1992
Бомба замедленного действия / Успеть вспомнить,Ави Нешер,США,триллер,1992
"Большой капкан, или Соло для кошки при полной луне","Анатолий Галиев, Хасан Биджиев",Россия,Мелодрама,1992
Большие девочки не плачут… они дают сдачи,Джоэн Миклин Силвер,США,комедия,1992
Бритоголовые,"Джеффри Райта, ru",Австралия,"криминальный фильм, драма",1992
Бонни и Клайд: Подлинная история,Гэри Хоффман,США,Драма,1992
Болевой приём,Георгий Кузнецов,Россия,боевик,1992
Божьи коровки,Сидни Фьюри,США,комедия,1992
Боб Робертс,Тим Роббинс,США,политическая сатира,1992
"Билет в красный театр, или Смерть гробокопателя",Амурбек Гобашиев,"СССР, ,, Россия","криминал, детектив, исторический",1992
Близнецы-драконы,"Ринго Лэм, Цуй Харк, Бабочки-убийцы, Мы собираемся вас съесть, Опасность первого типа, Зу: Воины с волшебной горы, Шанхайский блюз, Безумная миссия 3: Наш человек с Бонд-стрит, Блюз пекинской оперы, Светлое будущее 3: Любовь и смерть в Сайгоне, Виртуоз, Король шахмат, Однажды в Китае, Однажды в Китае 2, Мастер, Зелёная змея, Однажды в Китае 3, Однажды в Китае 5, Лезвие, Колония, Взрыватель, Время не ждёт, Воины Зу, Чёрная маска 2: Город масок, Семь мечей, Забытое, Всё о женщине, Детектив Ди и тайна Призрачного Пламени, Врата дракона, Молодой детектив Ди: Восстание морского дракона, Следы в заснеженном лесу",Гонконг,комедия,1992
Ближний круг,Андрей Кончаловский,"США, СССР, Италия",драма,1991
Благие намерения,Билле Аугуст,"Швеция, Италия, Германия, Норвегия, Финляндия, Франция, Великобритания, Исландия",Драма,1992
Бетховен,"Брайан Левант, (, рус., Шестнадцать свечей, Клуб «Завтрак», Ох уж эта наука!, Феррис Бьюллер берёт выходной, Самолётом, поездом и автомобилем, У неё будет ребёнок, Дядюшка Бак, Кудряшка Сью",США,"семейный, комедия",1992
Бешеные псы,"Квентин Тарантино, Бешеные псы, (1992), видеоигра, Криминальное чтиво, (1994), Джеки Браун, (1997), Убить Билла, фильм 1, (2003), фильм 2, (2004), Доказательство смерти, (2007), Бесславные ублюдки, (2009), Джанго освобождённый, (2012), Омерзительная восьмёрка, (2015), Однажды в Голливуде, (2019), Закон охоты, (TBA), Кинокритик, (TBA)",США,"софт-рок, поп-рок",1992
Бетти,Клод Шаброль,Франция,Психологическая драма,1992
Бесы,"Игорь Таланкин, Дмитрий Таланкин",Россия,драма,1992
"Бензин, еда, жилье",Эллисон Андерс,США,мелодрама,1992
"Белый король, красная королева","Сергей Бодров (старший), Сёстры, Связной","Россия, Германия, Франция, Швейцария",мелодрама,1992
Белые пески,Роджер Дональдсон,США,"Триллер, Детектив, Драма",1992
Белые ночи,Леонид Квинихидзе,Россия,драма,1992
Безумный рейс,Владимир Плешаков,Россия,комедия,1992
Белые люди не умеют прыгать,Рон Шелтон,США,"спорт, комедия",1992
Безумные годы,Зоран Чалич,"Сербия, Королевство СХС",,1977
Безумные подмостки,Питер Богданович,США,комедия,1992
Безумное лето на море!,Морис Мэрфи,"Австралия, США",комедия,1992
Безумная любовь,Радж Канвар,Индия,"мелодрама, боевик, комедия",1992
Бег по солнечной стороне,Олег Кавун,Россия,драма,1992
Беглый огонь,Дуайт Литтл,"США, Италия",боевик,1992
Беглец среди нас,Майкл Тошиюки Уно,США,"криминальный фильм, драма",1992
Без ума от оружия,Тамра Дэвис,США,драма,1992
Без промахов,Баз Тейлор,"США, Франция",комедия,1992
Баффи — истребительница вампиров,"Фрэн Рубел Кузуи, Миссия «Серенити», Мстители, Много шума из ничего, Мстители: Эра Альтрона",США,"фильм ужасов, кинокомедия",1992
Барака,Рон Фрике,США,документальный,1992
Балтийская любовь,"Пеэтер Урбла, [d]",Эстония,"мелодрама, драма",1992
Ариэль,Евгений Котов,"Россия, Украина","экранизация, фантастика, драма",1992
Ангел с ружьём,"Дамиано Дамиани, [1], [2]",Италия,драматический фильм,1992
Анима мунди,Годфри Реджио,США,документальный фильм,1992
Арбитр,Иван Охлобыстин,Россия,"триллер, детективный фильм",1992
Армия тьмы,Сэм Рэйми,США,комедийный фильм ужасов,1992
"Анкор, ещё анкор!",Пётр Тодоровский,Россия,драма,1992
Амитивилль 1992: Вопрос времени,Тони Рэндл,США,фильм ужасов,1992
Америкэн бой,Борис Квашнёв,Украина,"боевик, триллер, детективный фильм",1992
Американцы,Джеймс Фоули,США,драма,1992
Аккомпаниаторша,Клод Миллер,Франция,"военный фильм, драма",1992
Американизируй меня,Эдвард Джеймс Олмос,США,драма,1992
"Аляска, сэр!",Вячеслав Ребров,Россия,"детектив, приключения",1992
Агент по имени Далила,Ричард Франклин,США,триллер,1992
Алиса и Букинист,Алексей Рудаков,Россия,"мелодрама, приключения",1992
Американское сердце,Мартин Белл,США,драма,1992
Американский самурай,Сэм Ферстенберг,США,боевик,1992
1991: Год прорыва панка,Дэвид Марки,США,документальный,1992
1492: Завоевание рая,Ридли Скотт,"США, Франция, Испания, Великобритания","/, исторический, драма",1992
Авторитет,Эрнест Дикерсон,США,"blaxploitation, боевик, драма",1992
4 листа фанеры,"Иван Гаврилюк, Сайдо Курбанов",Украина,детектив,1992
Великая криминальная революция,Станислав Говорухин,Россия,"публицистический фильм, документально, -",1994
Вдовья гора,Джон Ирвин,"Ирландия, Великобритания","мелодрама, комедия",1994
Вдвоём,Эндрю Кьярамонте,США,"драма, мелодрама, комедия",1994
Ваня на 42-й улице,Луи Маль,США,драма,1994
Зона смертельной опасности,Стивен Сигал,США,боевик,1994
В погоне за оленем,Грэм Холлоуэй,Великобритания,Исторический,1994
"Будулай, которого не ждут",Александр Фенько,Россия,мелодрама,1994
В западне,Анджела Поуп,Великобритания,"триллер, мелодрама, криминальный фильм, драма",1994
В баре только девушки,Марита Джованни,США,драма,1994
Быть человеком,Билл Форсайт,"Великобритания, ,, Япония","комедия, фэнтези, драма",1994
Бульвар,Пенелопа Бьюитеньюи,Канада,"криминальный фильм, драма",1994
Быстрый курок,Дэвид Листер,США,вестерн,1994
В пылу страсти 2: Неверный,Кэтрин Киран,США,"триллер, драма",1994
Большие мечты и разбитые сердца: История Дотти Уэст,Билл Д'Элиа,США,драма,1994
Бой для бессмертных,Дэниел Неира,"США, Мексика",боевик,1994
Бока,"Уолтер Аванчини, Залман Кинг","США, Бразилия",драма,1994
Богатенький Ричи,Дональд Петри,США,комедия,1994
"Божья коровка, улети на небо",Кен Лоуч,Великобритания,драма,1994
Блюз Чили,Шарль Бинаме,Канада,мелодрама,1994
Борзые,Ким Мэннерс,США,"криминальный фильм, комедия",1994
Бонсуар,Жан-Пьер Моки,Франция,комедия,1994
Белый ужас,Пол Красни,США,приключенческий фильм,1994
Белый клык 2: Легенда о белом волке,Кен Олин,США,приключенческий фильм,1994
Бланкмэн,Майк Байндер,США,комедия,1994
Бессмертная возлюбленная,Бернард Роуз,"Великобритания, США",драма,1994
Бескрайнее лето 2,Брюс Браун,США,"документальный фильм, приключения",1994
"Береги свою косынку, Татьяна",Аки Каурисмяки,"Финляндия, Германия",комедия,1994
Берлин-39,Серджио Соллима,Италия,боевик,1994
Бесконечная история 3,Питер Макдональд,Германия,фэнтези,1994
Безопасный проход,Робер Аллан Акерман,США,драма,1994
Безжалостный 4,Олей Сэссон,США,триллер,1994
Безумие короля Георга,Николас Хайтнер,Великобритания,драма,1994
Аттракцион,Отар Шаматава,Грузия,"притча, драма",1994
Белый ангел,"Крис Джонс, уточнить",Великобритания,триллер,1994
Безмолвная схватка,Брюс Бересфорд,США,детектив,1994
Без дураков,Роберт Бентон,США,комедийная драма,1994
Барселона,Уайт Стиллмэн,США,комедия,1994
Ангелы у кромки поля,Уильям Дир,США,"семейный фильм, комедия",1994
Атомная школа 3,Эрик Лузил,США,"хоррор, научная фантастика, комедия",1994
Амуры,Жак Брюйер,Германия,Комедия,1994
Андре,Джордж Т. Миллер,США,"семейный фильм, драма, приключения",1994
Амур и демон,Николай Федюк,Украина,драма,1994
Аккумулятор 1,Ян Сверак,"Чехия, [1]","фантастика, комедия",1994
Азартная игра,Уильям Фридкин,США,драма,1994
Адская месть-2. Кровавые крылья,Джефф Барр,США,фильм ужасов,1994
71 фрагмент хронологии случайностей,Михаэль Ханеке,"Австрия, Германия",драма,1994
Ад,Клод Шаброль,Франция,драма,1994
Агрессивные дамочки / Нападения 5-футовых женщин,"Джули Браун, Ричард Уэнк",США,"пародия, комедия",1994
Аве Цезарь,Энтони Майкл Холл,США,комедия,1994
Авраам: Хранитель веры,Джозеф Сарджент,"США, Италия, Великобритания",драма,1994
Враг общества № 1,Марк Лестер,США,биографический фильм,1996
Восставший из ада 4: Кровное родство,Кевин Ягер,США,"фильм ужасов, исторический, научно-фантастический",1996
Любовь и ненависть,Мехмуд,Индия,трагикомедия,1996
Вор в законе,Джон Ву,Канада,"криминальный фильм, триллер, боевик",1996
Ворон 2: Город ангелов,"Тим Поуп, ЗигЗаг, Блэйд: Троица, Невидимый, Нерождённый, Вспомни, что будет, Демоны Да Винчи",США,"городское фэнтези, Супергероика",1996
Война в доме,Эмилио Эстевес,США,драма,1996
Воздух свободы,Луис Армандо Роче,Венесуэла,драма,1996
Водоворот судьбы,Эсмаэль Шрофф,Индия,мелодрама,1996
Возвращение Фантоцци,Нери Паренти,Италия,"лирики, эксцентрическая, с элементами, комедия",1996
Вечерняя звезда,Роберт Харлинг,США,"комедия, драма",1996
"Вива, эротика",Дерек И,Гонконг,"драма, комедия",1996
"Вещи, о которых я тебе никогда не говорила",Изабель Койшет,"Испания, США",комедийная драма,1996
Ветер в ивах,Терри Джонс,,комедия,1996
Возвращение «Броненосца»,Геннадий Полока,"Россия, Белоруссия","приключенческий фильм, комедия",1996
Весь огромный мир,Дэн Айрлэнд,США,"биография, мелодрама, драма",1996
Верность,Пол Мазурски,США,"/, мелодрама, комедия",1996
Вдаль уплывают облака,Аки Каурисмяки,Финляндия,драма,1996
В любви и войне,Ричард Аттенборо,США,"фильм-биография, мелодрама",1996
В поисках Ричарда,Аль Пачино,США,драма,1996
В поисках приключений,"Жан-Клод Ван Дамм, В поисках приключений, Френчи",США,"боевые искусства, приключения",1996
В поисках кошки,Седрик Клапиш,Франция,"/, мелодрама, комедия",1996
В погоне за солнцем,Чарльз Т. Кэнгэнис,США,"комедия, приключенческий фильм, драма",1996
Бутылочная ракета,Уэс Андерсон,США,"криминальный фильм, комедия",1996
Близко к сердцу,Джон Эвнет,США,мелодрама,1996
Богус,Норман Джуисон,США,фантастическая комедия,1996
Большой белый обман,Реджинальд Хадлин,США,комедия,1996
Братва,Дж. К. Амалу,"Великобритания, Франция","криминальный фильм, драма",1996
Большое турне,Патрис Леконт,Франция,комедия,1996
Больше чем жизнь,Ховард Франклин,США,комедия,1996
Большая ночь,"Кэмпбелл Скотт, Стэнли Туччи",США,комедия-драма,1996
Блуждающая пуля,Сидни Дж. Фьюри,США,"боевик, приключения",1996
Баския,Джулиан Шнабель,США,"биография, драма",1996
Беспредел в средней школе,Харт Бокнер,США,комедия,1996
Белый шквал,Ридли Скотт,США,"приключения, драма",1996
Бесконечность,Мэттью Бродерик,США,"биографический фильм, /, драма",1996
Белый хастлер,"Рик Кастро, Брюс Ля Брюс","Канада, Германия",драма,1996
Бег от смерти,Виктор Дерюгин,Белоруссия,"боевик, драма, криминал",1996
